0.0	4.12646906846859e-21		0.025447	0.02548660663484492		0.105316	0.10509732132696921
0.0	6.070369023763006e-17		0.052266	0.05188574050329031		0.221947	0.2207542962013162
0.0	1.5826338010815053e-14		0.078963	0.07909070985852651		0.347263	0.3474544259151113
0.0	7.888909689403526e-13		0.106918	0.10697509649408754		0.488086	0.48558007719495455
0.0	1.5841818636404926e-11		0.136042	0.13539506961513337		0.636128	0.6353950696072124
0.0	1.7860936993944563e-10		0.164743	0.16419268932321152		0.798089	0.7970312270806882
0.0	1.3496133660583566e-09		0.193581	0.1932000572096565		0.969165	0.9704800791487898
0.0	7.596688275262125e-09		0.223303	0.22224408393337414		1.161649	1.1555905282160484
0.0	3.4101167933061444e-08		0.250614	0.25115157498831064		1.351356	1.3520728042879078
0.0	1.2790423707766317e-07		0.27929	0.2797542964042714		1.559163	1.5595084649043054
0.0	4.144078375121917e-07		0.307652	0.30789367782327737		1.777749	1.777365635362589
0.0	1.188760972747788e-06		0.3353	0.3354248419089806		2.004243	2.005018194068387
3e-06	3.0763135348543503e-06		0.361896	0.36221971191575897		2.239476	2.241767251773378
3e-06	7.287716821005686e-06		0.389487	0.38816903502942357		2.487483	2.486863095278836
1.2e-05	1.5989626400830117e-05		0.412423	0.4131832570756582		2.733638	2.739525786787374
2.7e-05	3.279995086318729e-05		0.437542	0.437192283154462		3.00124	2.998962826172898
5.1e-05	6.339752187335649e-05		0.459473	0.46014424847073554		3.259549	3.2643826690133166
0.000113	0.00011621223268765496		0.480436	0.48200349588934277		3.525569	3.5350034031827957
0.000229	0.00020313707172622407		0.50223	0.5027480059217759		3.807091	3.8100564620664685
0.000311	0.00034018293037651575		0.522607	0.5223665480666918		4.08153	4.088785826406014
0.00058	0.0005479853033861088		0.539862	0.5408558194381796		4.360751	4.370443672503244
0.000884	0.0008520725304296681		0.557784	0.5582178095783985		4.65163	4.654283802578009
0.001331	0.0012828195244640936		0.57544	0.5744575834740623		4.945849	4.939554399074419
0.001873	0.001875038033975289		0.590439	0.5895816139204801		5.231435	5.225491655536764
0.002702	0.0026671910708693626		0.604614	0.6035967264492099		5.525053	5.511315654568877
0.003642	0.0037002600735867933		0.616766	0.6165096524499657		5.793164	5.796229516548497
0.005013	0.005016332642653905		0.627743	0.6283271259371955		6.068787	6.079422381925691
0.006689	0.0066570104671115436		0.638813	0.6390564125400611		6.361806	6.360076280916432
0.008567	0.008661756806512318		0.648657	0.6487061297290891		6.638095	6.637376457689832
0.011258	0.011066308118593495		0.656974	0.6572872066209767		6.911289	6.910524315370084
